Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorkedGroup,AttrionLikelihood,RiskLevel
35,No,Travel_Rarely,670,Research & Development,10,Master,Medical,Low,Female,Junior Level,Healthcare Representative,High,Single,6142,Yes,High,Low,10,4,High,5,2,0,4,2-3 companies,0.29265796,Weak
39,No,Travel_Rarely,1462,Sales,6,Bachelor,Medical,Very High,Male,Mid Level,Sales Executive,High,Married,8237,No,Low,Medium,11,3,High,7,6,7,6,2-3 companies,0.035339411,Weak
29,No,Travel_Frequently,995,Research & Development,2,Below College,Life Sciences,Low,Male,Junior Level,Healthcare Representative,Very High,Divorced,8853,No,Very High,Medium,6,0,Very High,6,4,1,3,0-1 Companies,0.023284446,Weak
50,No,Travel_Rarely,264,Sales,9,Bachelor,Marketing,High,Male,Executive Level,Manager,High,Married,19331,Yes,High,Medium,27,2,High,1,0,0,0,4-5 companies,0.000778491,Weak
23,No,Travel_Rarely,977,Research & Development,10,Bachelor,Technical Degree,Very High,Male,Entry Level,Research Scientist,High,Married,2073,No,Very High,Medium,4,2,High,2,2,2,2,2-3 companies,0.016556831,Weak
36,No,Travel_Frequently,1302,Research & Development,6,Master,Life Sciences,Low,Male,Junior Level,Laboratory Technician,Low,Married,5562,Yes,Very High,Medium,9,3,High,3,2,0,2,2-3 companies,0.395665712,Medium
42,No,Travel_Rarely,1059,Research & Development,9,College,Other,Very High,Male,Executive Level,Manager,Very High,Single,19613,No,Very High,Low,24,2,High,1,0,0,1,5+ companies,9.26E-05,Weak
35,No,Travel_Rarely,750,Research & Development,28,Bachelor,Life Sciences,Medium,Male,Junior Level,Laboratory Technician,High,Married,3407,No,Very High,High,10,3,Medium,10,9,6,8,0-1 Companies,0.029660238,Weak
34,No,Travel_Frequently,653,Research & Development,10,Master,Technical Degree,Very High,Male,Junior Level,Healthcare Representative,High,Married,5063,No,Medium,Medium,8,3,Medium,8,2,7,7,0-1 Companies,0.057005043,Weak
40,No,Travel_Rarely,118,Sales,14,College,Life Sciences,Very High,Female,Junior Level,Sales Executive,Low,Married,4639,No,High,Medium,5,2,High,5,4,1,2,0-1 Companies,0.04302387,Weak
43,No,Travel_Rarely,990,Research & Development,27,Bachelor,Technical Degree,Very High,Male,Entry Level,Laboratory Technician,Medium,Divorced,4876,No,High,Medium,8,0,High,6,4,0,2,4-5 companies,0.110334822,Weak
35,No,Travel_Rarely,1349,Research & Development,7,College,Life Sciences,High,Male,Entry Level,Laboratory Technician,Very High,Married,2690,No,Very High,Medium,1,5,Medium,1,0,0,1,0-1 Companies,0.016111328,Weak
46,No,Travel_Rarely,563,Sales,1,Master,Life Sciences,Very High,Male,Senior Level,Manager,Low,Single,17567,No,Medium,Low,27,5,Low,26,0,0,12,0-1 Companies,0.033266447,Weak
28,Yes,Travel_Rarely,329,Research & Development,24,Bachelor,Medical,High,Male,Entry Level,Laboratory Technician,Medium,Married,2408,Yes,High,Very High,1,3,High,1,1,0,0,0-1 Companies,0.805381465,Strong
22,No,Non-Travel,457,Research & Development,26,College,Other,Medium,Female,Entry Level,Research Scientist,High,Married,2814,Yes,Medium,Low,4,2,Medium,4,2,1,3,0-1 Companies,0.667056012,Strong
50,No,Travel_Frequently,1234,Research & Development,20,Doctor,Medical,Medium,Male,Senior Level,Healthcare Representative,High,Married,11245,Yes,High,Medium,32,3,High,30,8,12,13,2-3 companies,0.168273672,Weak
32,No,Travel_Rarely,634,Research & Development,5,Master,Other,Medium,Female,Entry Level,Research Scientist,Very High,Married,3312,No,Very High,High,6,3,High,3,2,0,2,2-3 companies,0.000872513,Weak
44,No,Travel_Rarely,1313,Research & Development,7,Bachelor,Medical,Medium,Female,Executive Level,Research Director,Very High,Divorced,19049,Yes,Very High,Medium,23,4,Medium,22,7,1,10,,3.67E-06,Weak
30,No,Travel_Rarely,241,Research & Development,7,Bachelor,Medical,Medium,Male,Entry Level,Research Scientist,Medium,Married,2141,No,Medium,Medium,6,3,Medium,6,4,1,1,0-1 Companies,0.035218266,Weak
45,No,Travel_Rarely,1015,Research & Development,5,Doctor,Medical,High,Female,Junior Level,Laboratory Technician,Low,Single,5769,Yes,Low,Low,10,3,High,10,7,1,4,0-1 Companies,0.198104672,Weak
45,No,Non-Travel,336,Sales,26,Bachelor,Marketing,Low,Male,Junior Level,Sales Executive,Low,Married,4385,No,Low,Medium,10,2,High,10,7,4,5,0-1 Companies,0.230467298,Weak
31,No,Travel_Frequently,715,Sales,2,Master,Other,Very High,Male,Junior Level,Sales Executive,Low,Single,5332,No,Very High,Low,10,3,High,5,2,0,3,5+ companies,0.084030384,Weak
36,No,Travel_Rarely,559,Research & Development,12,Master,Life Sciences,High,Female,Junior Level,Manufacturing Director,High,Married,4663,Yes,Medium,High,7,2,High,3,2,1,1,5+ companies,0.021010447,Weak
34,No,Travel_Frequently,426,Research & Development,10,Master,Life Sciences,High,Male,Junior Level,Manufacturing Director,Very High,Divorced,4724,No,Low,Medium,9,3,High,9,7,7,2,0-1 Companies,0.002647292,Weak
49,No,Travel_Rarely,722,Research & Development,25,Master,Life Sciences,High,Female,Entry Level,Laboratory Technician,Low,Married,3211,No,Very High,Medium,10,3,Medium,9,6,1,4,0-1 Companies,0.08467318,Weak
39,No,Travel_Rarely,1387,Research & Development,10,Doctor,Medical,Medium,Male,Junior Level,Manufacturing Director,Low,Married,5377,No,Very High,Very High,10,3,High,7,7,7,7,2-3 companies,0.00303832,Weak
27,No,Travel_Rarely,1302,Research & Development,19,Bachelor,Other,Very High,Male,Entry Level,Laboratory Technician,Low,Divorced,4066,No,Low,High,7,3,High,7,7,0,7,0-1 Companies,0.03907852,Weak
35,No,Travel_Rarely,819,Research & Development,18,Doctor,Life Sciences,Medium,Male,Junior Level,Research Scientist,Low,Married,5208,No,Very High,Low,16,2,High,16,15,1,10,0-1 Companies,0.004565328,Weak
28,No,Travel_Rarely,580,Research & Development,27,Bachelor,Medical,Medium,Female,Junior Level,Manufacturing Director,Low,Divorced,4877,No,Medium,Medium,6,5,Medium,5,3,0,0,,0.041677221,Weak
21,No,Travel_Rarely,546,Research & Development,5,Below College,Medical,High,Male,Entry Level,Research Scientist,Very High,Single,3117,No,High,Low,3,2,High,2,2,2,2,0-1 Companies,0.012603137,Weak
18,Yes,Travel_Frequently,544,Sales,3,College,Medical,Medium,Female,Entry Level,Sales Representative,Very High,Single,1569,Yes,High,Low,0,2,Very High,0,0,0,0,0-1 Companies,0.961870934,Strong
47,No,Travel_Rarely,1176,Human Resources,26,Master,Life Sciences,Very High,Female,Executive Level,Manager,High,Married,19658,No,High,Medium,27,2,High,5,2,1,0,2-3 companies,0.000123408,Weak
39,No,Travel_Rarely,170,Research & Development,3,College,Medical,High,Male,Junior Level,Laboratory Technician,High,Divorced,3069,No,Very High,Medium,11,3,High,10,8,0,7,,0.002407258,Weak
40,No,Travel_Rarely,884,Research & Development,15,Bachelor,Life Sciences,Low,Female,Mid Level,Manufacturing Director,High,Married,10435,No,Very High,High,18,2,High,18,15,14,12,0-1 Companies,0.002174323,Weak
35,No,Non-Travel,208,Research & Development,8,Master,Life Sciences,High,Female,Junior Level,Healthcare Representative,High,Married,4148,No,Very High,Medium,15,5,High,14,11,2,9,0-1 Companies,0.000385144,Weak
37,No,Travel_Rarely,671,Research & Development,19,Bachelor,Life Sciences,High,Male,Junior Level,Manufacturing Director,High,Married,5768,No,Low,Very High,9,2,Medium,4,3,0,2,2-3 companies,0.059532875,Weak
39,No,Travel_Frequently,711,Research & Development,4,Bachelor,Medical,Low,Female,Junior Level,Manufacturing Director,High,Single,5042,No,Very High,Low,10,2,Low,9,2,3,8,,0.120977565,Weak
45,No,Travel_Rarely,1329,Research & Development,2,College,Other,Very High,Female,Junior Level,Manufacturing Director,Very High,Divorced,5770,No,Low,High,10,3,High,10,7,3,9,0-1 Companies,8.06E-05,Weak
38,No,Travel_Rarely,397,Research & Development,2,College,Medical,Very High,Female,Mid Level,Manufacturing Director,High,Married,7756,Yes,Very High,Medium,10,6,Very High,5,4,0,2,2-3 companies,0.033561179,Weak
35,Yes,Travel_Rarely,737,Sales,10,Bachelor,Medical,Very High,Male,Mid Level,Sales Executive,Low,Married,10306,No,High,Low,15,3,High,13,12,6,0,5+ companies,0.05292227,Weak
37,No,Travel_Rarely,1470,Research & Development,10,Bachelor,Medical,Medium,Female,Entry Level,Research Scientist,Medium,Married,3936,No,Low,Medium,8,2,Low,8,4,7,7,0-1 Companies,0.047943461,Weak
40,No,Travel_Rarely,448,Research & Development,16,Bachelor,Life Sciences,High,Female,Mid Level,Manufacturing Director,Very High,Single,7945,Yes,Very High,Low,18,2,Medium,4,2,3,3,5+ companies,0.23131187,Weak
44,No,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,Low,Male,Junior Level,Human Resources,Very High,Married,5743,Yes,High,Low,14,3,High,10,7,0,2,4-5 companies,0.207864429,Weak
48,No,Travel_Frequently,365,Research & Development,4,Doctor,Medical,High,Male,Senior Level,Manager,Very High,Married,15202,No,Medium,Medium,23,3,High,2,2,2,2,2-3 companies,0.00219682,Weak
35,Yes,Travel_Rarely,763,Sales,15,College,Medical,Low,Male,Junior Level,Sales Executive,Very High,Divorced,5440,Yes,Very High,High,7,2,Medium,2,2,2,2,5+ companies,0.255012059,Weak
24,No,Travel_Frequently,567,Research & Development,2,Below College,Technical Degree,Low,Female,Entry Level,Research Scientist,Very High,Single,3760,Yes,High,Low,6,2,High,6,3,1,3,0-1 Companies,0.557279094,Strong
27,No,Travel_Rarely,486,Research & Development,8,Bachelor,Medical,Medium,Female,Entry Level,Research Scientist,High,Married,3517,No,Low,Low,5,0,High,3,2,0,2,5+ companies,0.156851328,Weak
27,No,Travel_Frequently,591,Research & Development,2,Bachelor,Medical,Very High,Male,Entry Level,Research Scientist,Very High,Single,2580,No,High,Low,6,0,Medium,4,2,1,2,2-3 companies,0.049476318,Weak
40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,Low,Male,Entry Level,Laboratory Technician,Low,Single,2166,Yes,Medium,Low,10,3,Low,4,2,0,3,2-3 companies,0.966715116,Strong
29,No,Travel_Rarely,469,Sales,10,Bachelor,Medical,High,Male,Junior Level,Sales Executive,High,Single,5869,No,High,Low,8,2,High,5,2,1,4,5+ companies,0.093104033,Weak
36,No,Travel_Rarely,711,Research & Development,5,Master,Life Sciences,Medium,Female,Mid Level,Healthcare Representative,Low,Married,8008,No,High,High,9,6,High,3,2,0,2,4-5 companies,0.011257329,Weak
25,No,Travel_Frequently,772,Research & Development,2,Below College,Life Sciences,Very High,Male,Junior Level,Manufacturing Director,High,Divorced,5206,No,High,High,7,6,High,7,7,0,7,0-1 Companies,0.00048855,Weak
39,No,Travel_Rarely,492,Research & Development,12,Bachelor,Medical,Very High,Male,Junior Level,Manufacturing Director,Medium,Married,5295,No,High,Low,7,3,High,5,4,1,0,4-5 companies,0.005613331,Weak
49,No,Travel_Rarely,301,Research & Development,22,Master,Other,Low,Female,Senior Level,Research Director,Medium,Married,16413,No,Medium,High,27,2,High,4,2,1,2,2-3 companies,0.000530216,Weak
50,No,Travel_Rarely,813,Research & Development,17,Doctor,Life Sciences,Very High,Female,Mid Level,Research Director,Low,Divorced,13269,No,High,Very High,19,3,High,14,11,1,11,4-5 companies,4.18E-05,Weak
20,No,Travel_Rarely,1141,Sales,2,Bachelor,Medical,High,Female,Entry Level,Sales Representative,High,Single,2783,No,Low,Low,2,3,High,2,2,2,2,0-1 Companies,0.390719606,Medium
34,No,Travel_Rarely,1130,Research & Development,3,Bachelor,Life Sciences,Very High,Female,Junior Level,Research Scientist,Medium,Divorced,5433,No,High,Medium,11,2,High,11,8,7,9,0-1 Companies,0.000478859,Weak
36,No,Travel_Rarely,311,Research & Development,7,Bachelor,Life Sciences,Low,Male,Entry Level,Laboratory Technician,Medium,Single,2013,No,High,Low,15,4,High,4,3,1,3,2-3 companies,0.399062162,Medium
49,No,Travel_Rarely,465,Research & Development,6,Below College,Life Sciences,High,Female,Senior Level,Healthcare Representative,High,Married,13966,Yes,Medium,Medium,30,3,High,15,11,2,12,2-3 companies,0.029177676,Weak
36,No,Non-Travel,894,Research & Development,1,Master,Medical,Very High,Female,Junior Level,Manufacturing Director,High,Married,4374,No,High,Low,4,6,High,3,2,1,2,,0.000789237,Weak
36,No,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,Very High,Male,Junior Level,Healthcare Representative,Low,Divorced,6842,No,Low,Medium,13,3,High,5,4,0,4,5+ companies,0.005534301,Weak
54,No,Travel_Rarely,584,Research & Development,22,Doctor,Medical,Medium,Female,Senior Level,Manager,High,Married,17426,No,High,Medium,36,6,High,10,8,4,7,2-3 companies,0.001147404,Weak
43,No,Travel_Rarely,1291,Research & Development,15,College,Life Sciences,High,Male,Senior Level,Research Director,High,Married,17603,No,Low,Medium,14,3,High,14,10,6,11,0-1 Companies,6.13E-05,Weak
35,Yes,Travel_Frequently,880,Sales,12,Master,Other,Very High,Male,Junior Level,Sales Executive,Very High,Single,4581,Yes,Low,Low,13,2,Very High,11,9,6,7,2-3 companies,0.586030679,Strong
38,No,Travel_Frequently,1189,Research & Development,1,Bachelor,Life Sciences,Very High,Male,Junior Level,Research Scientist,Very High,Married,4735,No,Very High,High,19,4,Very High,13,11,2,9,5+ companies,0.000178054,Weak
29,No,Travel_Rarely,991,Sales,5,Bachelor,Medical,Low,Male,Junior Level,Sales Executive,Medium,Divorced,4187,Yes,Medium,Medium,10,3,Medium,10,0,0,9,0-1 Companies,0.741160598,Strong
33,No,Travel_Rarely,392,Sales,2,Master,Medical,Very High,Male,Junior Level,Sales Executive,Very High,Divorced,5505,No,High,High,6,5,High,6,2,0,4,0-1 Companies,0.001356243,Weak
32,No,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,Very High,Male,Junior Level,Research Scientist,Medium,Divorced,5470,No,High,High,10,4,Medium,9,5,1,6,,0.00056352,Weak
31,No,Travel_Rarely,1112,Sales,5,Master,Life Sciences,Low,Female,Junior Level,Sales Executive,Very High,Married,5476,No,Low,High,10,2,High,10,0,0,2,0-1 Companies,0.060348347,Weak
49,No,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,Very High,Female,Entry Level,Laboratory Technician,Low,Divorced,2587,Yes,Medium,Medium,17,2,Medium,2,2,2,2,4-5 companies,0.535280711,Strong
38,No,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,Very High,Female,Entry Level,Laboratory Technician,Medium,Single,2440,No,Medium,Low,4,3,High,4,3,3,3,0-1 Companies,0.20234222,Weak
47,No,Travel_Rarely,1225,Sales,2,Master,Life Sciences,Medium,Female,Senior Level,Manager,Medium,Divorced,15972,No,High,Very High,29,2,High,3,2,1,2,5+ companies,0.005736688,Weak
49,No,Travel_Rarely,809,Research & Development,1,Bachelor,Life Sciences,High,Male,Senior Level,Manager,High,Single,15379,No,Low,Low,23,2,High,8,7,0,0,4-5 companies,0.01012965,Weak
41,No,Travel_Rarely,1206,Sales,23,College,Life Sciences,Very High,Male,Mid Level,Sales Executive,High,Single,7082,Yes,Very High,Low,21,2,High,2,0,0,2,2-3 companies,0.814828596,Strong
20,No,Travel_Rarely,727,Sales,9,Below College,Life Sciences,Very High,Male,Entry Level,Sales Representative,Low,Single,2728,No,Low,Low,2,3,High,2,2,0,2,0-1 Companies,0.723206632,Strong
33,No,Non-Travel,530,Sales,16,Bachelor,Life Sciences,High,Female,Junior Level,Sales Executive,Very High,Divorced,5368,Yes,High,Medium,7,2,High,6,5,1,2,0-1 Companies,0.031315983,Weak
36,No,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,Low,Male,Junior Level,Healthcare Representative,High,Married,5347,No,Medium,High,10,2,Medium,3,2,0,2,5+ companies,0.093074537,Weak
44,No,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,High,Female,Entry Level,Human Resources,Very High,Divorced,3195,Yes,Low,Very High,8,2,High,2,2,2,2,4-5 companies,0.096256178,Weak
23,Yes,Travel_Rarely,1320,Research & Development,8,Below College,Medical,Very High,Male,Entry Level,Laboratory Technician,High,Single,3989,Yes,Low,Low,5,2,High,5,4,1,2,0-1 Companies,0.677792262,Strong
38,No,Travel_Rarely,1495,Research & Development,4,College,Medical,Very High,Female,Entry Level,Laboratory Technician,High,Married,3306,No,Very High,Medium,7,5,Medium,0,0,0,0,5+ companies,0.017124857,Weak
53,No,Travel_Rarely,1395,Research & Development,24,Master,Medical,Medium,Male,Mid Level,Healthcare Representative,Very High,Married,7005,No,High,Low,11,2,High,4,3,1,2,2-3 companies,0.031085026,Weak
48,Yes,Travel_Frequently,708,Sales,7,College,Medical,Very High,Female,Entry Level,Sales Representative,High,Married,2655,Yes,High,High,19,3,High,9,7,7,7,2-3 companies,0.085825261,Weak
32,Yes,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,Very High,Male,Entry Level,Laboratory Technician,Medium,Single,1393,No,Low,Low,1,2,High,1,0,0,0,0-1 Companies,0.347081093,Medium
26,No,Non-Travel,786,Research & Development,7,Bachelor,Medical,Very High,Male,Entry Level,Laboratory Technician,Very High,Single,2570,No,High,Low,7,5,High,7,7,5,7,0-1 Companies,0.007381814,Weak
55,No,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,Low,Male,Entry Level,Research Scientist,Medium,Divorced,3537,No,Very High,Medium,8,1,High,4,2,1,2,4-5 companies,0.037193974,Weak
34,No,Travel_Rarely,1157,Research & Development,5,College,Medical,Medium,Male,Junior Level,Laboratory Technician,Very High,Married,3986,No,High,Medium,15,3,Very High,15,10,4,13,0-1 Companies,0.004373423,Weak
60,No,Travel_Rarely,370,Research & Development,1,Master,Medical,High,Male,Mid Level,Healthcare Representative,Very High,Divorced,10883,No,High,Medium,19,2,Very High,1,0,0,0,2-3 companies,0.003424929,Weak
33,No,Travel_Rarely,267,Research & Development,21,Bachelor,Medical,Medium,Male,Entry Level,Laboratory Technician,Medium,Married,2028,No,Very High,Very High,14,6,High,14,11,2,13,0-1 Companies,0.058825146,Weak
37,No,Travel_Frequently,1278,Sales,1,Master,Medical,High,Male,Junior Level,Sales Executive,Very High,Divorced,9525,No,High,High,6,2,Medium,6,3,1,3,0-1 Companies,0.003015836,Weak
34,No,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,Medium,Female,Entry Level,Research Scientist,Very High,Married,2929,No,Medium,Low,10,3,High,10,9,8,7,0-1 Companies,0.014333057,Weak
23,Yes,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,High,Male,Entry Level,Sales Representative,Very High,Divorced,2275,Yes,Medium,Medium,3,2,High,3,2,0,2,0-1 Companies,0.386763543,Medium
44,No,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,High,Female,Mid Level,Healthcare Representative,Very High,Married,7879,Yes,Medium,Medium,9,2,High,8,7,6,7,0-1 Companies,0.016692703,Weak
35,No,Travel_Frequently,146,Research & Development,2,Master,Medical,Low,Male,Entry Level,Research Scientist,Very High,Single,4930,Yes,High,Low,6,2,Very High,5,4,1,4,,0.507788929,Strong
43,No,Travel_Rarely,1179,Sales,2,Bachelor,Medical,Very High,Male,Junior Level,Sales Executive,Very High,Married,7847,Yes,Low,Medium,10,3,High,10,9,8,8,0-1 Companies,0.009904326,Weak
24,No,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,High,Male,Entry Level,Research Scientist,High,Married,4401,No,Very High,Medium,5,1,High,5,3,0,4,0-1 Companies,0.006236076,Weak
41,No,Travel_Rarely,918,Sales,6,Bachelor,Marketing,Very High,Male,Mid Level,Sales Executive,High,Single,9241,No,Medium,Low,10,3,High,10,8,8,7,0-1 Companies,0.071401272,Weak
29,No,Travel_Rarely,1082,Research & Development,9,Master,Medical,Very High,Female,Entry Level,Laboratory Technician,High,Married,2974,No,High,Medium,9,2,High,5,3,1,2,5+ companies,0.026463461,Weak
36,No,Travel_Rarely,530,Sales,2,Master,Life Sciences,High,Female,Junior Level,Sales Representative,Very High,Single,4502,No,High,Low,17,2,Medium,13,7,6,7,2-3 companies,0.029865096,Weak
45,No,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,High,Male,Mid Level,Healthcare Representative,High,Married,10748,No,Very High,Medium,25,3,Medium,23,15,14,4,2-3 companies,0.000363659,Weak
24,Yes,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,Very High,Male,Entry Level,Human Resources,High,Married,1555,No,High,Medium,1,2,High,1,0,0,0,0-1 Companies,0.282427138,Weak
47,Yes,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,High,Male,Senior Level,Sales Executive,High,Married,12936,No,High,Low,25,3,Low,23,5,14,10,5+ companies,0.466215365,Strong
26,No,Travel_Rarely,390,Research & Development,17,Master,Medical,Very High,Male,Entry Level,Laboratory Technician,High,Married,2305,No,High,Very High,3,3,Very High,3,2,0,2,0-1 Companies,0.437499259,Strong
45,No,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,Very High,Female,Senior Level,Research Director,Medium,Single,16704,No,High,Low,21,2,High,21,6,8,6,0-1 Companies,0.001053165,Weak
32,No,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,Low,Male,Entry Level,Research Scientist,High,Married,3433,No,Low,Medium,10,3,Medium,5,2,1,3,5+ companies,0.299667295,Weak
31,No,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,Medium,Male,Entry Level,Laboratory Technician,High,Married,3477,No,Very High,Medium,6,2,Very High,5,2,0,3,0-1 Companies,0.121366766,Weak
41,No,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,High,Male,Junior Level,Human Resources,Medium,Married,6430,No,Medium,Medium,10,4,High,3,2,1,2,5+ companies,0.004316517,Weak
40,No,Travel_Rarely,369,Research & Development,8,College,Life Sciences,Medium,Female,Junior Level,Manufacturing Director,Low,Married,6516,Yes,Medium,Medium,18,3,High,1,0,0,0,2-3 companies,0.059581623,Weak
24,No,Travel_Rarely,506,Research & Development,29,Below College,Medical,Medium,Male,Entry Level,Laboratory Technician,Low,Divorced,3907,No,Medium,Very High,6,2,Very High,6,2,1,2,0-1 Companies,0.87499299,Strong
46,No,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,High,Male,Junior Level,Healthcare Representative,Medium,Single,5562,No,Very High,Low,19,3,High,10,7,0,9,5+ companies,0.0061453,Weak
35,No,Travel_Rarely,1370,Research & Development,27,Master,Life Sciences,Very High,Male,Junior Level,Manufacturing Director,High,Married,6883,No,Medium,Medium,17,3,High,7,7,0,7,2-3 companies,0.002346088,Weak
30,No,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,Medium,Male,Entry Level,Research Scientist,Very High,Married,2862,No,Medium,Medium,10,2,Medium,10,0,0,8,0-1 Companies,0.036910984,Weak
47,No,Non-Travel,543,Sales,2,Master,Marketing,High,Male,Junior Level,Sales Executive,Medium,Married,4978,No,Very High,Medium,4,3,Low,1,0,0,0,5+ companies,0.017172279,Weak
46,No,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,High,Male,Mid Level,Sales Executive,Very High,Divorced,10368,Yes,Medium,Medium,13,5,Medium,10,6,0,3,4-5 companies,0.049341462,Weak
36,Yes,Travel_Rarely,1456,Sales,13,Doctor,Marketing,Medium,Male,Junior Level,Sales Executive,Low,Divorced,6134,Yes,Medium,Very High,16,3,High,2,2,2,2,4-5 companies,0.524881318,Strong
32,Yes,Travel_Rarely,964,Sales,1,College,Life Sciences,Low,Male,Junior Level,Sales Executive,Medium,Single,6735,No,Medium,Low,10,2,High,0,0,0,0,5+ companies,0.34257333,Medium
23,No,Travel_Rarely,160,Research & Development,4,Below College,Medical,High,Female,Entry Level,Laboratory Technician,Medium,Single,3295,No,High,Low,3,3,Low,3,2,1,2,0-1 Companies,0.443151112,Strong
31,No,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,Very High,Female,Junior Level,Manufacturing Director,Very High,Single,5238,No,Very High,Low,9,3,Medium,5,4,1,4,2-3 companies,0.060703943,Weak
39,No,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,Very High,Male,Junior Level,Laboratory Technician,Very High,Married,6472,Yes,Very High,Medium,9,2,High,9,8,5,8,0-1 Companies,0.00208973,Weak
32,No,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,Very High,Male,Mid Level,Sales Executive,High,Married,9610,No,High,Medium,10,2,Low,4,3,0,2,2-3 companies,0.344390033,Medium
40,No,Travel_Rarely,611,Sales,7,Master,Medical,Medium,Male,Executive Level,Manager,Medium,Single,19833,No,Medium,Low,21,3,Medium,21,8,12,8,0-1 Companies,0.000673773,Weak
45,No,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,High,Female,Mid Level,Human Resources,High,Married,9756,No,High,High,9,2,Very High,5,0,0,3,4-5 companies,0.017260465,Weak
30,No,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,Very High,Female,Entry Level,Research Scientist,Low,Single,4968,No,Very High,Low,10,2,High,9,7,0,7,,0.026282084,Weak
24,No,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,Low,Male,Entry Level,Human Resources,Very High,Married,2145,No,Very High,Medium,3,2,High,2,2,2,1,,0.052512122,Weak
30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor,Human Resources,High,Female,Entry Level,Human Resources,Very High,Divorced,2180,No,High,Medium,6,0,Medium,4,2,1,2,5+ companies,0.144170481,Weak
31,No,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,Low,Male,Junior Level,Sales Executive,High,Married,8346,No,High,Medium,6,3,High,5,2,0,2,0-1 Companies,0.078262651,Weak
27,No,Travel_Rarely,1054,Research & Development,8,Bachelor,Medical,High,Female,Entry Level,Research Scientist,Very High,Single,3445,No,High,Low,6,5,Medium,6,2,1,4,0-1 Companies,0.011533518,Weak
29,Yes,Travel_Rarely,428,Sales,9,Bachelor,Marketing,Medium,Female,Entry Level,Sales Representative,Medium,Single,2760,No,High,Low,2,3,High,2,2,2,2,0-1 Companies,0.478697225,Strong
29,No,Travel_Frequently,461,Research & Development,1,Bachelor,Life Sciences,Very High,Male,Junior Level,Healthcare Representative,High,Single,6294,Yes,Very High,Low,10,5,Very High,3,2,0,2,5+ companies,0.277298498,Weak
30,No,Travel_Rarely,979,Sales,15,College,Marketing,High,Male,Mid Level,Sales Executive,Low,Divorced,7140,No,Low,Medium,12,2,High,7,7,1,7,2-3 companies,0.248976137,Weak
34,No,Travel_Rarely,181,Research & Development,2,Master,Medical,Very High,Male,Entry Level,Research Scientist,Very High,Married,2932,Yes,Low,Very High,6,3,High,5,0,1,2,,0.095769083,Weak
33,No,Non-Travel,1283,Sales,2,Bachelor,Marketing,Very High,Female,Junior Level,Sales Executive,Medium,Single,5147,No,Very High,Low,13,2,Medium,11,7,1,7,5+ companies,0.021111602,Weak
49,No,Travel_Rarely,1313,Sales,11,Master,Marketing,Very High,Female,Junior Level,Sales Executive,Very High,Single,4507,No,High,Low,8,1,Very High,5,1,0,4,2-3 companies,0.074721833,Weak
33,Yes,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,Low,Female,Mid Level,Sales Executive,Low,Single,8564,Yes,High,Low,11,2,Medium,0,0,0,0,2-3 companies,0.993291853,Strong
38,No,Travel_Frequently,594,Research & Development,2,College,Medical,High,Female,Entry Level,Laboratory Technician,Medium,Married,2468,No,Medium,Medium,9,4,Medium,6,1,0,5,4-5 companies,0.120569502,Weak
